Income,Rent,Groceries,Transport,Eating_Out,Entertainment,Utilities
44.77,8.95,6.3,2.34,1.79,2.19,2.82
393.45,78.69,57.86,30.31,17.74,14.2,21.66
89.79,17.96,13.14,5.83,2.22,3.08,4.06
2539.02,528.6405999999998,257.13,154.8612999999998,83.89,84.96259999999958,118.66
247.55,74.26,24.98,19.74,9.95,9.57,13.67
654.06,130.81,90.33,34.27,13.14,32.66,26.76
349.97,69.99,45.93,25.73,13.74,7.51,18.29
189.36,37.87,21.84,14.37,8.92,4.29,11.94
172.17,34.43,25.09,12.73,7.86,7.33,9.49
1280.04,256.01,131.06,97.39,56.83,28.02,90.08
773.44,232.03,87.2,45.78,15.52,26.81,51.1
1704.4,340.88,193.21,133.92,56.6,82.58,130.5
376.33,75.27,39.59,28.75,17.28,8.3,19.09
453.25,90.65,58.1,31.51,20.46,14.46,30.82
290.72,87.22,31.31,22.46,9.06,9.13,22.6
286.13,57.23,38.06,21.43,7.24,12.79,17.18
156.43,23.46,20.99,11.66,7.55,4.33,9.2
385.03,115.51,50.97,20.29,13.77,18.01,18.37
191.47,28.72,26.28,12.59,8.27,7.1,11.21
512.67,102.53,76.76,30.92,17.39,25.57,31.76
412.45,82.49,57.87,22.91,13.1,13.63,20.68
453.16,67.97,55.72,31.08,21.68,11.02,35.62
1375.0,412.5,157.47,95.84,35.72,45.53,90.6
349.3,104.79,38.74,20.94,15.61,14.53,23.44
659.5,197.85,93.73,44.59,18.18,14.87,43.4
1858.1,371.62,258.59,138.2,38.79,55.96,101.9
1023.92,153.59,108.1,73.01,22.04,50.04,45.52
905.64,271.69,133.28,53.27,32.02,42.59,67.3
281.67,42.25,35.64,22.52,7.41,13.82,12.2
432.6,86.52,45.8,32.96,21.08,20.53,29.46
125.4,37.62,18.6,9.15,4.87,6.03,7.93
536.59,160.98,64.85,42.67,13.46,21.21,30.8
448.39,89.68,55.49,33.71,21.97,10.14,32.46
366.8,73.36,49.37,26.8,10.85,11.7,28.53
818.82,245.64,96.01,61.79,32.38,40.72,48.72
136.99,20.55,13.98,7.27,3.25,4.43,9.5
1331.41,399.42,177.45,89.69,36.02,47.63,74.29
740.64,148.13,87.35,43.88,17.72,19.69,37.96
340.22,68.04,44.76,21.95,8.99,9.65,24.45
319.62,47.94,44.23,24.34,15.78,13.25,22.75
528.79,158.64,53.75,31.51,22.98,24.71,33.75
1215.35,364.6,160.84,64.19,56.41,31.7,97.11
390.49,117.15,55.2,20.22,14.1,16.56,20.08
403.97,121.19,40.65,24.0,11.48,8.69,23.33
365.26,73.05,42.42,21.03,10.05,10.4,28.15
1497.76,449.33,201.43,75.56,30.29,45.15,118.02
268.0,53.6,38.08,16.15,13.38,6.84,18.19
351.6,70.32,47.37,23.73,14.85,9.21,16.41
1160.79,232.16,164.22,73.74,35.56,34.96,60.22
404.93,80.99,57.72,20.61,10.27,14.93,23.29
894.04,178.81,124.85,48.95,22.33,24.42,54.93
173.66,52.1,20.14,10.67,6.01,7.3,10.85
305.48,91.64,34.23,22.74,11.34,13.4,17.01
1180.45,354.14,146.39,77.91,36.23,45.0,59.47
209.56,31.43,26.97,14.04,6.82,7.21,11.71
318.96,63.79,32.38,20.49,11.83,12.35,20.67
442.06,66.31,64.27,33.78,17.02,9.74,34.64
163.17,32.63,19.36,11.95,7.79,5.93,7.33
258.54,77.56,27.94,18.74,12.49,12.38,13.11
393.95,78.79,43.52,31.2,8.71,14.87,28.5
373.7,74.74,43.16,18.92,12.27,14.11,23.22
1002.63,200.53,118.35,67.34,30.1,31.1,44.55
1235.55,370.66,180.0,69.07,58.82,58.5,64.86
181.5,54.45,21.36,14.48,5.06,4.58,10.08
393.51,118.05,43.94,22.87,15.34,10.25,24.48
617.39,123.48,73.68,33.05,14.14,21.41,48.09
1210.98,242.2,131.87,61.81,42.1,49.19,83.41
639.63,127.93,79.5,44.44,16.11,24.34,41.53
454.33,90.87,66.54,23.04,14.08,18.9,29.03
613.6,122.72,84.31,31.35,15.84,25.66,28.94
617.15,123.43,89.16,35.89,24.26,17.54,49.03
171.39,34.28,25.52,12.28,6.04,3.52,11.71
420.04,84.01,50.06,29.12,17.98,16.12,26.54
1156.82,347.05,126.15,69.43,34.61,30.5,66.37
304.97,91.49,40.45,17.63,7.6,7.01,21.22
399.28,119.78,53.29,30.52,15.6,10.9,18.3
296.51,59.3,39.21,18.66,10.37,8.08,18.06
56.54,8.48,7.82,3.1,2.68,2.57,2.45
365.98,109.79,40.3,21.85,17.77,16.18,28.33
458.31,68.75,46.13,27.64,15.32,9.93,36.62
238.92,47.78,29.87,15.7,8.51,11.21,13.5
142.94,42.88,15.34,9.86,3.38,4.9,7.77
177.97,35.59,18.05,11.59,5.71,6.23,8.55
663.45,132.69,81.58,36.12,24.36,28.43,49.28
1744.33,348.87,233.66,123.99,58.55,41.52,127.32
1087.95,326.39,138.05,56.65,23.3,41.78,58.55
122.81,36.84,12.47,8.2,3.96,4.64,5.62
713.23,142.65,78.25,44.42,35.14,24.8,29.91
211.79,42.36,25.73,11.82,5.87,10.08,14.09
225.94,45.19,31.82,16.23,8.19,8.6,16.88
248.77,37.32,28.55,15.18,9.89,9.55,12.65
633.31,126.66,90.42,40.93,27.75,21.59,29.59
775.5,116.32,110.0,55.06,19.37,20.41,38.23
332.85,66.57,43.68,24.93,11.1,9.23,23.44
337.39,101.22,48.0,18.56,13.96,14.28,25.52
521.92,104.38,69.31,32.26,25.87,13.15,38.43
567.08,85.06,62.07,29.69,17.12,20.74,35.75
922.5,184.5,92.79,47.94,43.57,26.04,56.29
128.84,25.77,16.73,8.51,2.79,3.08,7.53
365.81,54.87,40.34,24.81,7.39,13.65,20.41
153.19,30.64,19.99,8.41,6.61,4.27,11.39
345.62,51.84,38.33,18.85,15.21,9.11,16.54
300.41,60.08,31.95,20.95,11.06,10.99,17.32
346.78,69.36,41.98,26.02,7.24,12.35,26.3
189.86,56.96,26.1,15.12,7.95,8.79,9.46
109.54,21.91,12.25,6.41,4.67,3.6,8.36
67.39,10.11,9.57,5.22,2.03,1.77,4.29
324.13,64.83,46.88,23.34,13.35,12.69,17.18
255.01,51.0,28.77,12.96,9.48,11.16,12.19
209.63,41.93,23.68,12.32,6.89,5.27,13.84
1037.06,311.12,122.2,65.73,32.26,26.06,62.65
181.01,27.15,24.54,10.9,5.21,8.41,9.01
1118.31,223.66,118.7,86.28,29.37,40.16,83.89
1319.73,197.96,184.39,102.6,50.76,58.96,91.6
75.59,22.68,9.51,4.56,2.67,3.36,5.29
387.61,58.14,50.35,24.02,11.81,16.42,19.96
261.48,52.3,36.79,19.17,6.96,8.75,19.22
35.05,10.51,3.68,1.92,1.29,1.2,2.76
113.34,34.0,16.24,6.09,5.04,5.03,7.64
669.18,200.75,98.47,48.4,22.92,27.56,38.63
1810.69,528.6405999999998,243.16,119.14,74.49,68.16,142.1
741.18,222.35,102.61,41.14,31.8,24.8,47.94
466.38,139.92,49.63,35.35,22.27,22.28,35.62
353.91,53.09,44.55,22.12,15.14,10.74,19.62
1383.31,207.5,155.54,94.75,68.99,27.89,92.14
2007.6,401.52,280.4,154.8612999999998,87.33179999999972,80.83,89.52
225.12,45.02,31.45,17.66,7.27,9.81,11.73
72.68,14.54,8.65,3.87,1.85,3.49,5.31
67.19,13.44,9.11,4.87,1.88,3.11,3.77
1036.5,310.95,130.64,75.75,23.08,37.37,68.58
346.7,69.34,43.56,26.0,12.39,16.25,16.37
416.84,125.05,55.6,32.24,20.2,11.6,24.12
85.93,17.19,11.11,6.32,3.44,4.16,5.16
197.07,39.41,21.35,12.84,8.4,8.44,8.87
284.21,42.63,37.26,18.34,5.84,10.13,16.1
425.12,63.77,51.64,31.07,13.47,10.68,26.25
261.71,39.26,32.07,17.48,9.99,10.42,13.66
157.0,31.4,21.96,8.05,7.82,7.84,11.09
192.18,38.44,26.44,10.62,8.32,7.88,12.0
946.49,283.95,128.65,50.85,31.96,29.83,51.25
437.87,87.57,62.11,23.38,17.3,14.01,17.6
587.47,176.24,64.59,36.54,20.05,25.02,28.63
175.39,52.62,21.92,9.44,6.91,4.94,9.09
33.89,6.78,5.02,2.14,1.63,1.52,1.38
236.9,47.38,24.89,18.38,11.06,6.03,10.8
179.98,27.0,26.43,11.21,8.3,6.06,12.1
475.95,95.19,51.04,30.91,15.51,17.07,36.72
4987.46,528.6405999999998,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
627.81,125.56,68.85,48.39,18.89,14.59,46.84
3212.72,528.6405999999998,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
567.43,85.11,64.43,36.07,11.78,12.74,28.32
217.5,65.25,26.67,14.29,8.42,5.66,10.53
475.53,71.33,58.77,37.07,14.4,10.9,19.31
1496.1,224.41,223.84,93.84,65.79,45.12,70.26
1555.81,466.74,198.6,83.48,60.17,40.1,68.38
227.2,45.44,31.46,15.39,9.42,8.11,17.37
440.83,88.17,46.14,26.42,21.68,21.91,27.68
114.74,17.21,14.93,6.91,2.86,4.32,9.02
696.34,208.9,79.28,53.85,24.96,15.15,45.84
1247.36,249.47,141.17,87.38,25.66,45.16,74.35
371.65,74.33,55.65,26.57,11.9,17.64,17.99
211.07,63.32,24.41,15.08,9.38,5.63,9.1
480.2,72.03,68.94,33.03,22.98,22.8,25.77
502.74,100.55,61.86,39.63,18.69,20.51,21.8
384.14,76.83,45.74,21.98,9.02,14.02,28.87
415.33,124.6,44.46,26.52,19.0,11.3,29.33
313.27,93.98,41.71,22.02,14.04,12.23,21.84
798.61,159.72,101.2,43.44,24.0,18.22,58.57
648.78,194.63,84.97,37.25,30.83,17.51,39.75
163.96,24.59,23.23,9.71,3.87,7.73,9.34
160.39,32.08,22.42,9.83,7.85,4.32,12.42
293.71,44.06,30.85,17.7,7.91,9.04,22.93
649.09,129.82,66.45,33.52,27.97,16.83,30.6
405.27,81.05,51.18,24.79,17.14,12.57,20.35
215.2,32.28,22.86,11.95,9.41,6.37,13.07
443.78,88.76,65.97,23.39,17.09,14.69,32.41
276.29,55.26,36.83,15.96,11.49,6.84,19.39
728.14,145.63,104.7,41.47,15.77,33.96,52.97
469.91,93.98,47.63,25.46,12.84,12.76,36.9
279.75,55.95,34.38,15.09,12.26,7.12,15.52
433.25,86.65,53.31,31.01,16.71,11.4,31.48
1030.85,206.17,115.64,82.34,27.57,29.21,72.42
228.24,68.47,23.8,11.67,7.86,8.95,17.39
496.82,74.52,56.6,32.35,13.72,20.79,32.42
340.27,51.04,45.63,18.68,13.58,10.53,15.23
506.58,151.98,51.53,27.25,25.26,12.67,35.19
213.25,42.65,26.65,11.64,4.88,6.97,12.48
393.22,117.97,48.03,27.53,11.92,15.16,28.01
873.37,174.67,98.84,46.74,32.69,25.02,53.99
170.12,34.02,19.54,11.44,6.55,7.92,7.84
124.29,37.29,13.78,7.06,4.59,3.01,6.27
128.12,25.62,16.96,10.08,2.89,3.49,8.47
141.11,42.33,17.43,9.17,5.69,3.01,9.6
579.61,173.88,80.43,43.18,28.02,16.14,45.8
116.91,35.07,15.81,9.16,4.02,3.5,7.21
283.66,42.55,36.2,16.91,7.3,12.29,19.82
590.36,118.07,87.68,29.73,23.57,13.94,40.75
502.42,100.48,60.09,39.89,25.0,22.5,25.64
264.45,52.89,38.02,14.61,10.41,11.99,18.02
419.41,83.88,51.94,26.41,9.43,19.79,17.03
392.22,78.44,43.58,24.72,10.38,15.28,25.09
300.88,90.26,39.68,16.3,9.62,12.78,23.76
304.12,91.24,37.93,19.56,12.36,9.06,21.62
2152.63,430.53,251.78,154.8612999999998,62.91,56.59,142.52
687.84,206.35,97.94,42.71,18.17,15.55,39.94
2619.2,523.84,270.66,140.15,87.33179999999972,84.96259999999958,147.2611999999998
241.9,48.38,28.1,16.28,11.09,9.4,13.86
336.34,100.9,45.92,26.33,15.98,15.5,23.29
124.02,24.8,13.52,6.49,3.74,5.46,8.51
188.38,56.51,23.51,10.94,3.79,6.31,10.29
1648.52,329.7,194.72,128.71,72.98,75.85,71.29
237.1,47.42,27.61,16.14,11.29,7.31,14.92
1671.59,250.74,201.84,108.75,75.56,45.61,129.93
133.14,39.94,16.91,7.92,3.66,3.42,6.6
154.99,31.0,17.87,10.45,3.48,4.03,6.98
274.0,82.2,32.92,17.66,11.43,12.05,13.84
342.1,102.63,44.86,23.07,7.77,15.56,21.19
753.38,113.01,87.82,42.49,23.03,20.67,51.89
516.32,103.26,74.07,33.77,11.94,18.18,40.07
258.02,51.6,36.16,13.58,6.15,12.54,10.93
323.58,97.07,34.66,20.4,15.62,12.65,13.85
278.9,83.67,39.72,15.29,12.01,8.18,13.28
173.19,51.96,18.88,9.76,6.49,6.55,10.77
176.93,53.08,18.72,11.73,6.21,5.84,8.6
819.27,245.78,121.95,61.87,25.26,31.62,56.89
83.39,16.68,10.63,5.36,1.96,3.19,6.17
1312.9,262.58,188.32,93.77,46.87,60.83,72.62
273.61,54.72,30.74,16.88,7.56,8.93,17.01
194.05,38.81,28.57,9.71,5.83,7.12,8.89
650.61,195.18,94.34,48.16,19.95,25.82,51.32
1181.19,236.24,149.88,90.81,44.41,30.55,48.12
880.25,264.08,125.1,52.2,25.86,19.45,38.64
537.85,107.57,64.11,42.81,14.9,22.15,22.12
858.85,128.83,111.74,44.73,27.74,41.8,63.2
91.19,13.68,12.15,5.07,2.03,2.34,5.01
237.14,47.43,33.75,16.74,7.45,9.9,18.92
173.67,34.73,23.03,12.21,3.84,4.35,8.12
958.93,143.84,142.82,74.84,24.88,34.85,39.51
264.89,52.98,26.65,19.68,12.54,8.99,12.35
707.99,106.2,100.35,39.51,22.09,19.87,54.93
552.69,110.54,63.52,31.77,17.77,27.27,38.98
180.6,54.18,19.07,9.58,8.33,8.25,12.61
225.1,33.76,24.93,13.14,8.15,10.74,15.14
1013.49,304.05,141.7,66.26,20.41,29.82,44.4
193.59,38.72,23.22,11.1,6.91,8.73,9.39
397.82,119.35,52.98,28.31,8.03,9.39,31.6
192.5,28.87,25.58,14.9,7.78,4.32,10.85
280.04,84.01,32.87,15.63,6.05,8.7,19.42
346.95,104.08,43.91,27.46,10.63,16.86,27.14
192.45,38.49,24.13,15.06,4.85,6.21,12.71
166.96,33.39,20.32,10.0,7.85,4.08,9.07
452.65,67.9,50.86,30.01,17.91,16.16,30.51
183.15,36.63,22.54,13.13,7.17,8.67,8.94
188.21,37.64,19.52,14.14,7.43,8.36,14.23
169.84,33.97,23.02,9.61,6.5,5.16,8.58
338.25,67.65,42.15,23.44,13.44,7.23,16.39
765.91,153.18,107.16,56.17,36.42,32.82,60.7
1201.5,180.23,133.36,72.86,24.48,54.09,91.8
201.42,40.28,24.17,15.12,7.88,9.63,13.38
2010.93,301.64,293.48,139.43,84.42,59.13,147.2611999999998
161.15,48.35,20.34,10.55,3.57,4.09,11.23
856.58,128.49,124.75,47.03,38.29,41.43,50.52
202.1,40.42,24.23,15.9,7.18,8.03,14.22
179.35,35.87,26.27,9.79,7.56,7.27,11.02
198.4,39.68,24.73,14.01,7.46,5.51,13.21
345.21,51.78,37.91,17.67,14.98,9.99,24.32
572.54,171.76,71.85,31.73,27.9,15.9,43.45
615.23,123.05,82.07,43.64,23.88,19.56,32.14
169.17,25.38,22.87,10.71,5.63,4.66,10.0
163.1,32.62,20.51,12.73,6.91,3.64,9.92
172.91,34.58,21.65,11.17,5.87,4.46,12.0
329.32,65.86,36.83,19.58,15.27,11.25,18.74
304.29,91.29,31.6,24.3,8.37,7.23,17.04
168.34,50.5,17.32,9.26,8.1,3.64,6.98
446.66,134.0,53.2,26.57,12.72,19.18,20.49
2199.88,329.98,250.69,154.8612999999998,60.09,64.24,147.2611999999998
240.41,72.12,34.8,18.28,11.3,5.19,12.61
254.5,76.35,25.95,17.48,10.41,7.55,16.74
563.31,84.5,79.41,30.9,14.54,27.34,39.35
230.22,46.04,28.91,15.14,7.19,6.73,17.8
614.79,122.96,85.88,42.93,27.54,17.73,35.31
202.61,40.52,21.8,12.24,9.31,5.99,16.03
1559.0,311.8,226.04,121.66,48.6,49.18,89.52
474.34,94.87,55.72,27.3,20.11,16.44,20.38
219.22,65.77,32.64,12.31,10.5,5.03,11.47
224.79,44.96,31.08,13.89,7.53,11.22,17.97
238.67,47.73,33.99,12.99,8.82,8.16,10.0
1079.55,323.87,109.78,72.87,45.25,31.74,64.58
130.46,26.09,13.1,6.76,3.33,5.9,9.59
210.98,31.65,23.07,10.91,10.47,8.94,16.41
229.7,34.46,31.01,12.69,10.94,6.45,11.31
355.51,53.33,46.41,19.12,8.56,15.01,21.86
289.81,57.96,40.47,14.53,8.16,9.59,14.52
109.19,21.84,15.28,7.39,2.27,3.52,8.44
261.45,78.44,36.95,17.92,12.85,5.97,17.66
332.44,99.73,49.77,25.87,7.81,16.36,26.45
217.81,65.34,28.8,11.04,10.22,8.4,17.18
623.61,124.72,78.12,32.62,12.92,25.21,41.79
751.17,150.23,89.27,46.74,22.77,26.69,38.37
338.12,50.72,50.16,20.43,11.22,15.08,15.78
432.91,64.94,57.37,28.62,13.51,20.75,32.95
63.9,12.78,8.66,3.65,2.02,2.22,4.36
257.04,51.41,35.13,17.11,5.92,6.08,16.14
804.29,241.29,91.81,61.27,32.51,37.84,44.83
256.56,38.48,34.91,17.18,12.05,5.9,10.58
199.6,39.92,22.26,14.42,6.66,7.71,15.78
2226.65,445.33,280.73,154.64,87.33179999999972,84.96259999999958,147.2611999999998
1542.82,462.85,164.8,116.47,47.21,37.48,107.95
523.3,78.5,66.12,28.25,25.25,15.24,24.74
895.37,179.07,129.69,48.4,36.58,29.58,69.99
60.66,9.1,7.19,4.66,1.77,1.38,4.08
191.73,57.52,23.47,14.36,7.99,5.15,9.1
247.19,74.16,32.33,13.4,6.89,8.74,15.17
298.07,59.61,44.7,16.03,14.55,10.08,14.33
243.26,72.98,35.55,18.26,8.32,6.58,15.06
46.81,14.04,5.64,3.7,2.22,2.25,3.7
490.25,98.05,73.13,32.25,14.03,20.33,20.54
556.14,166.84,76.37,35.81,19.6,20.44,43.25
1296.76,259.35,136.58,71.78,60.32,51.38,87.97
191.61,38.32,28.59,9.77,6.55,4.85,14.29
179.46,53.84,24.25,10.46,8.54,5.43,7.96
42.19,8.44,5.57,3.32,1.45,1.17,1.97
284.65,85.39,42.23,20.01,11.14,12.83,21.84
740.25,148.05,92.85,39.59,35.25,29.71,53.55
220.67,66.2,24.15,11.37,9.82,5.46,14.59
1999.91,528.6405999999998,228.4,144.66,87.33179999999972,54.93,128.95
293.19,58.64,37.87,17.58,14.04,11.8,12.14
404.92,121.48,45.02,32.15,19.24,13.17,31.4
120.98,24.2,13.78,7.81,3.56,5.57,9.28
452.99,135.9,66.08,27.19,11.4,16.86,27.2
73.9,14.78,8.89,4.22,3.28,1.84,4.84
627.07,94.06,87.45,45.42,30.54,22.42,30.12
642.68,96.4,78.97,41.03,26.25,29.65,39.83
1067.99,213.6,139.42,76.35,33.41,30.48,80.56
159.19,31.84,23.67,10.81,6.49,5.02,7.2
409.34,81.87,41.27,32.04,18.23,18.17,26.14
565.19,113.04,58.54,28.59,22.41,12.57,25.3
512.82,102.56,58.38,35.4,24.13,17.05,30.1
180.16,36.03,22.56,11.37,8.6,4.23,9.36
53.12,10.62,7.87,3.91,2.28,1.83,2.3
475.17,95.03,56.53,33.58,15.77,19.83,20.94
318.65,63.73,38.62,19.53,13.66,10.01,18.71
228.78,34.32,30.32,13.98,6.99,11.4,15.6
663.32,132.66,98.89,33.73,24.27,26.42,49.92
347.29,52.09,39.34,27.69,12.71,15.68,18.73
125.3,25.06,16.48,9.08,4.65,4.59,9.25
76.78,15.36,10.64,4.19,1.55,2.75,4.09
145.9,21.89,16.06,9.74,6.79,2.92,8.71
2441.86,488.37,269.41,154.8612999999998,70.19,58.86,147.2611999999998
641.83,192.55,83.83,34.89,20.73,24.66,43.67
418.63,125.59,58.16,31.86,20.07,19.21,18.15
311.31,62.26,36.86,22.29,10.82,12.37,14.43
295.36,44.3,42.18,17.64,13.41,12.03,19.19
915.86,274.76,112.15,50.9,27.92,32.44,66.47
243.14,72.94,30.18,16.75,11.55,12.07,15.42
571.14,171.34,67.19,36.0,13.42,25.32,39.32
272.42,81.73,30.38,15.94,9.37,11.66,16.04
1699.74,254.96,190.8,127.69,79.19,65.62,100.11
651.93,195.58,88.09,52.04,24.45,18.94,44.34
975.11,195.02,118.14,64.28,32.68,36.63,69.2
225.56,67.67,25.71,11.88,8.52,7.92,10.91
839.34,167.87,105.22,45.37,30.87,20.62,64.64
280.35,84.11,28.51,20.7,7.5,9.52,19.98
393.13,117.94,49.38,30.74,16.97,18.02,29.01
1331.61,266.32,172.76,70.91,41.3,42.55,77.63
156.32,31.26,22.96,8.61,3.57,4.51,10.74
423.56,84.71,56.96,32.64,11.65,13.88,33.02
511.07,153.32,62.77,33.19,22.96,18.31,26.48
545.72,109.14,69.7,43.18,27.01,17.82,40.05
251.01,50.2,37.42,15.53,11.96,5.87,20.01
1910.49,528.6405999999998,206.02,106.18,61.77,42.51,140.82
127.76,25.55,17.0,6.83,2.8,5.01,5.51
1156.57,231.31,158.12,76.34,35.23,27.31,85.21
951.61,142.74,113.78,64.91,38.8,44.0,48.78
1647.17,494.15,186.86,107.69,81.62,58.18,70.17
101.04,15.16,11.6,6.89,4.12,4.34,5.04
179.66,26.95,21.29,12.9,4.69,6.69,8.06
1187.56,356.27,131.96,80.42,31.56,34.18,91.81
80.2,16.04,9.58,5.83,3.42,1.84,3.89
99.58,19.92,13.73,6.73,3.85,2.89,6.23
243.58,48.72,31.63,19.3,5.73,6.53,18.18
419.77,83.95,57.69,29.46,12.13,10.97,23.13
1286.76,257.35,189.91,94.0,60.2,62.02,86.91
310.41,46.56,34.87,18.78,10.23,13.2,18.09
221.3,66.39,25.8,12.57,5.45,7.31,12.07
461.84,138.55,53.59,29.88,19.36,20.4,30.3
524.15,78.62,70.11,37.27,12.17,13.53,21.69
512.4,102.48,61.67,27.08,19.21,10.46,29.33
312.22,62.44,35.6,22.01,8.39,8.07,13.53
75.34,11.3,9.91,5.18,3.05,2.51,5.0
172.78,34.56,25.13,12.79,3.84,6.58,12.64
1121.39,224.28,129.22,88.48,32.75,42.31,65.16
418.12,62.72,56.58,26.84,16.18,11.58,25.19
278.13,55.63,33.56,14.18,9.97,13.63,18.82
880.63,264.19,127.24,63.65,40.39,35.16,51.0
145.77,29.15,18.79,7.68,3.14,3.47,6.62
300.61,45.09,35.98,17.41,8.77,12.52,20.18
401.94,120.58,56.23,27.71,8.35,19.3,29.16
252.9,50.58,31.85,14.2,12.58,6.68,12.53
390.22,117.07,52.09,30.33,12.89,9.03,20.18
309.81,61.96,41.79,16.45,13.4,14.92,24.67
117.52,23.5,17.25,8.02,2.47,4.62,8.27
416.25,83.25,43.05,30.98,14.22,19.05,17.53
124.39,37.32,15.37,8.23,6.18,5.93,9.62
411.0,123.3,52.73,21.12,15.31,17.82,28.9
1080.75,324.23,157.44,75.49,48.14,35.21,77.17
287.52,43.13,30.3,22.94,12.97,10.89,15.54
141.02,28.2,15.78,10.86,4.35,5.79,8.39
325.22,97.57,47.74,24.15,10.73,14.09,13.75
185.03,27.75,22.96,10.23,7.7,5.36,12.06
579.24,86.89,77.09,44.81,20.52,16.66,39.78
319.81,95.94,40.84,21.46,7.5,10.83,20.35
1413.63,282.73,204.94,100.07,43.83,59.66,104.85
912.78,273.83,95.44,58.0,29.28,44.47,69.7
318.51,63.7,32.67,18.81,9.99,13.61,17.72
638.16,127.63,78.43,43.1,18.17,24.66,37.89
262.83,52.57,38.1,16.25,9.59,7.74,18.21
369.91,73.98,48.11,28.61,10.8,10.19,21.05
269.6,80.88,36.4,15.17,10.31,8.22,11.09
664.66,132.93,96.01,52.03,24.58,29.1,34.14
1132.85,169.93,121.52,73.57,22.71,28.06,58.79
682.0,136.4,89.51,35.99,26.59,32.47,48.15
752.69,150.54,82.04,52.94,29.12,17.32,33.67
753.35,226.01,104.95,39.52,22.89,17.88,37.38
559.54,111.91,77.43,41.59,17.78,16.98,27.27
144.7,28.94,15.04,8.84,6.35,6.08,6.21
1403.72,280.74,206.61,98.55,60.18,62.82,57.79
1524.82,228.72,182.69,103.62,74.79,42.16,116.24
298.57,59.71,31.66,17.75,9.67,11.51,17.38
267.61,53.52,29.93,15.95,6.92,7.83,14.67
587.59,117.52,85.38,46.61,19.39,27.75,40.08
559.34,167.8,69.61,37.99,25.25,11.53,24.6
306.29,91.89,40.97,23.41,13.2,13.63,14.29
132.43,26.49,16.22,7.7,3.48,4.93,7.48
459.74,91.95,48.26,33.02,13.95,17.46,32.43
559.62,111.92,74.14,33.29,27.8,17.86,35.36
643.4,193.02,96.47,34.41,19.1,21.85,42.29
476.06,71.41,59.93,32.75,11.2,21.95,21.34
289.81,57.96,32.19,17.73,9.88,9.22,15.56
797.36,239.21,90.62,42.71,17.76,29.88,39.66
379.47,113.84,42.64,24.62,8.15,18.46,19.48
248.18,37.23,36.54,15.48,8.81,5.16,14.74
311.56,93.47,45.99,18.1,8.7,7.83,21.32
89.06,17.81,10.18,4.78,4.27,2.83,4.88
311.16,62.23,31.22,21.25,11.09,7.87,17.16
624.44,124.89,72.32,33.62,24.13,12.8,26.41
472.45,94.49,60.67,35.09,16.75,13.57,31.23
1215.17,182.27,171.27,61.38,24.44,48.13,69.12
291.7,43.75,35.26,21.99,14.39,11.68,20.99
531.63,106.33,66.03,30.56,20.5,20.71,30.44
678.78,135.76,72.17,46.44,32.27,14.63,27.44
2345.82,469.16,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
404.2,80.84,52.85,24.07,18.97,18.13,30.81
156.14,31.23,16.69,10.63,7.05,4.79,10.61
709.42,141.88,82.19,45.47,16.87,35.44,45.52
1601.48,320.3,182.97,112.68,53.81,57.62,65.03
278.12,41.72,40.11,16.66,6.56,9.46,12.63
705.54,211.66,90.74,43.78,35.05,35.0,39.48
962.07,192.41,130.25,69.64,37.28,28.27,40.52
812.21,162.44,97.92,42.08,31.7,38.5,60.13
398.04,79.61,47.6,31.31,19.75,10.56,25.94
205.89,41.18,23.8,12.58,8.35,9.23,14.78
337.34,101.2,37.95,26.31,12.36,15.19,26.18
519.56,77.93,77.0,30.89,21.35,16.44,35.11
744.48,148.9,90.63,55.11,36.29,27.39,49.65
470.25,94.05,55.1,25.53,11.77,18.82,30.04
265.65,39.85,31.34,19.28,10.69,9.56,12.02
561.39,84.21,66.33,37.34,11.41,11.4,24.71
716.35,143.27,78.02,49.02,31.03,33.36,55.0
487.74,97.55,53.76,36.57,22.23,19.55,29.3
184.41,36.88,24.58,11.77,5.96,5.35,10.19
311.37,62.27,31.36,22.18,10.04,14.5,16.71
768.44,230.53,104.91,40.55,19.21,28.96,49.46
119.07,23.81,12.93,9.42,2.55,5.09,6.11
67.46,10.12,9.4,4.41,1.46,2.4,5.11
1203.0,240.6,140.96,90.13,53.69,49.33,75.08
541.98,81.3,57.89,27.78,17.27,13.64,42.66
584.93,175.48,80.74,31.73,25.71,24.72,24.37
152.12,45.64,18.69,10.59,4.61,4.78,9.98
649.45,194.84,70.62,38.57,15.09,14.29,49.18
448.68,67.3,58.55,32.69,21.25,12.83,30.81
101.36,30.41,13.19,7.46,2.78,4.59,4.91
1124.99,225.0,147.67,79.4,25.08,38.09,65.83
408.73,81.75,46.55,27.85,10.62,18.47,17.81
262.23,52.45,26.27,17.98,12.16,12.27,18.91
266.06,53.21,36.64,20.59,12.94,11.83,17.94
71.8,14.36,7.23,5.54,3.16,1.58,4.45
578.69,173.61,66.73,40.24,17.56,23.34,25.49
443.9,88.78,51.33,27.15,16.24,16.27,22.55
308.23,92.47,34.39,16.91,10.59,14.33,15.08
